Name ,Description,Latitude ,Longitude ,InfoURL,ImageURL
UCSB ,A great university located along the California coast ,34.416929,-119.845991,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara",https://web.physics.ucsb.edu/~Women/images/ucsbbig.jpg
Buffalo Wild Wings,A sports restaurant that serves great quality chicken wings of several different flavors,34.12862,-118.14962,https://www.buffalowildwings.com/en/locations/detail/3562/,https://cdn.usarestaurants.info/assets/uploads/c581e4a068fd12e16be94c5c62e45073_-united-states-california-los-angeles-county-pasadena-487973-buffalo-wild-wingshtm.jpg
Copacabana,A beautiful beach located in the city of Rio in Brazil,-22.96944,-22.96944,https://www.latlong.net/place/copacabana-rio-de-janeiro-brazil-4430.html,https://www3.hilton.com/resources/media/hi/RIOCCHH/en_US/img/shared/full_page_image_gallery/main/HH_capacbeach_1270x560_FitToBoxSmallDimension_Center.jpg
Huarachez Azteca,An authentic Mexican Reastaurant that serves delicious quality food,34.1207,-118.20179,https://www.yelp.com/biz/el-huarache-azteca-los-angeles-6,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcTC8J6XcbLrpVtWIZqGxf4RQF8AzJyL2EY80ppGTaet_rtZJIzy&usqp=CAU
Six Flags Magic Mountain,An amusement park with a variety of rides and activities for you and your family,34.42136,-118.5894,https://www.sixflags.com/magicmountain,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcR1tWdrZmDAk1bhqDmm7SvPnTsaqdvcldXK7mB6P3DFUO8f8DuE&usqp=CAU
Rose Bowl Stadium ,The biggest stadium in Caliornia where you can enjoy watching sporting events and have family activities around the stadium,34.1638,-118.16587,https://rosebowlstadium.com/,https://upload.wikimedia.org/wikipedia/commons/4/4f/2018.06.17_Over_the_Rose_Bowl%2C_Pasadena%2C_CA_USA_0039_%2842855669451%29_%28cropped%29.jpg
